"","name","count","meanstar","adjustment"
"221","Alley Cat Oyster Bar",125,3.24,-0.46
"222","Alleycatz Restaurant Jazz Bar",41,2.46341463414634,-1.237
"223","Allison's Texas BBQ",77,3.97402597402597,0.274
"224","Allo Mon Coco",58,3.77586206896552,0
"225","AllStar Wings & Ribs",120,3.26666666666667,-0.433
"226","Allwyn's Bakery",52,3.98076923076923,0.281
"227","Alma Pan-Latin Kitchen",33,4.21212121212121,0.512
"228","Alma wxsw Cuisine",59,4.27118644067797,0.571
"229","Almond Butterfly",59,4.3728813559322,0.673
"230","Alo Cafe",188,4.29787234042553,0.598
"231","Alo Restaurant",46,4.78260869565217,1.083
"232","Aloha Hawaiian Bbq",38,3.47368421052632,0
"233","Aloha Hawaiian BBQ",47,3.95744680851064,0.257
"234","Aloha Kitchen",486,3.81687242798354,0.117
"235","Aloha Kitchen & Bar",222,3.54954954954955,-0.15
"236","Aloha Specialties",332,3.93072289156627,0.231
"237","Alpenhaus",32,3.46875,0
"238","Alte Kanzlei",65,3.4,-0.3
"239","Altitude Coffee Lab",113,4.38053097345133,0.681
"240","Altius",172,4.36627906976744,0.666
"241","Alto Restaurant",38,3.52631578947368,0
"242","Alto Ristorante e Bar",64,3.75,0
"243","Alton's Kitchen & Cocktails",61,3.83606557377049,0
"244","Amadeus Restaurant & Bar",43,3.74418604651163,0
"245","Amados Mexican Food",72,3.72222222222222,0
"246","Amalfi's Pasta 'n' Pizza",37,3.89189189189189,0
"247","Amalfi Ristorante Italiano",63,3.65079365079365,0
"248","Amano Pizza Bistro",62,4.03225806451613,0.332
"249","Amaro Italiano Ristorante",53,4.05660377358491,0.357
"250","Amato Pizza",42,2.23809523809524,-1.462
"251","Amaya Express",67,2.62686567164179,-1.073
"252","Amazing Cafe",47,4.63829787234043,0.938
"253","Amazing Jake's Food & Fun",88,2.82954545454545,-0.87
"254","Amazing Thai Restaurant",83,4.09638554216868,0.396
"255","Amazing Wok",31,3.58064516129032,0
"256","Amber Indian Cuisine",36,4.27777777777778,0.578
"257","Ambiente Africa",39,4.1025641025641,0.403
"258","Ambiyan",45,3.84444444444444,0
"259","Ambrosia Caf¨¦",35,3.45714285714286,0
"260","AMC Dine-in Theatres Esplanade 14",343,3.32069970845481,-0.379
"261","Am¨¦lie's French Bakery",820,4.03536585365854,0.335
"262","Amelie's French Bakery and Caf¨¦",68,3.52941176470588,0
"263","Amelios",37,4,0.3
"264","Amena Bakery & Deli",147,4.36734693877551,0.667
"265","America",272,2.98161764705882,-0.718
"266","America's Taco Shop",764,3.28141361256545,-0.419
"267","American Coney Island Chili Dogs",101,3.34653465346535,-0.353
"268","American Fish",179,3.55307262569832,0
"269","American Junkie",82,2.79268292682927,-0.907
"270","American Roadside",73,3.13698630136986,-0.563
"271","Americana",31,4.80645161290323,1.106
"272","Amici",33,3.63636363636364,0
"273","Amigo's Mexican Cantina",35,2.74285714285714,-0.957
"274","Amigos Tacos",35,3.65714285714286,0
"275","Amlee Chinese Cuisine",48,3.83333333333333,0
"276","Ammos Mediterranean Grill",67,4.41791044776119,0.718
"277","Amor de Brazil",47,3.68085106382979,0
"278","Amore Taste of Chicago",293,3.71672354948805,0
"279","Amore Trattoria",33,2.90909090909091,-0.791
"280","AMP 150",67,3.65671641791045,0
"281","Amsterdam BrewHouse",217,3.24884792626728,-0.451
"282","Amuse Bouche",92,4.04347826086957,0.343
"283","Amy's Baking Company",287,3.06620209059233,-0.634
"284","Anatolia Cafe",108,4.0462962962963,0.346
"285","Anatolia Restaurant",67,4.17910447761194,0.479
"286","Anaya's Fresh Mexican Restaurant",77,4.28571428571429,0.586
"287","Anayas Fresh Mexican Restaurant",54,3.98148148148148,0.281
"288","Anchor Bar",35,3.82857142857143,0
"289","Andele Mexican Restaurant",40,4.25,0.55
"290","Andiron Steak & Sea",146,3.80821917808219,0
"291","Andora",54,3.46296296296296,0
"292","Andre's",194,4.29381443298969,0.594
"293","Andrea's",223,4.08520179372197,0.385
"294","Andreoli Italian Grocer",148,3.70945945945946,0
"295","Andrew's BBQ",82,3.8780487804878,0
"296","Angara Indian Spice Grill",69,4.34782608695652,0.648
"297","Angela's Kitchen",33,3.66666666666667,0
"298","Angelina's Fry Bread",51,4.29411764705882,0.594
"299","Angelina's Pho & Grill Bar",174,3.87931034482759,0.179
"300","Angelina's Pizzeria",306,2.7843137254902,-0.916
"301","Angelina's Pizzeria - Eastern",37,2.67567567567568,-1.024
"302","Angelo's Nido Italia",36,3.69444444444444,0
"303","Angelo's Pizza",196,4.01530612244898,0.315
"304","Angelo's Pizzeria",46,3.80434782608696,0
"305","Angels Trumpet Ale House",506,4.05731225296443,0.357
"306","Angels with Bagpipes",38,4.31578947368421,0.616
"307","Angie's Soul Food Kitchen",53,3.79245283018868,0
"308","Angie & Jimmie's Italian Pizza",47,4,0
"309","Angkor Restaurant",51,4.11764705882353,0.418
"310","Angry Ale's",71,3.08450704225352,-0.615
"311","Angry Crab Shack",1098,4.22586520947177,0.526
"312","Angry Crab Shack & BBQ",134,4.08208955223881,0.382
"313","Angus Pho House",87,3.72413793103448,0
"314","Anh Dao Restaurant",36,3.47222222222222,0
"315","Anime Ramen & Teriyaki",143,3.25174825174825,-0.448
"316","Anise Tapas & Grill",82,3.46341463414634,0
"317","Anjappar Chettinad Restaurants",45,3.51111111111111,0
"318","Ann's Asian Bistro & Bar",45,4.06666666666667,0.367
"319","Annie's Gourmet Italian",124,3.08064516129032,-0.619
"320","Annona Resturant",31,3.70967741935484,0
"321","Anntony's Caribbean Cafe",68,3.39705882352941,-0.303
"322","Another Broken Egg Cafe",138,3.13768115942029,-0.562
"323","Antep Kabab",40,4.125,0.425
"324","Anthony's Coal Fired Pizza",153,3.52941176470588,-0.171
"325","Anthony's Gourmet Burgers & Brews",93,3.73118279569892,0
"326","Anthony's New York Pizza & Deli",38,4.36842105263158,0.668
"327","Anthony's Prime Steak & Seafood",117,4.17094017094017,0.471
"328","Anthony & Marios Broadway Pizzeria",129,4.2093023255814,0.509
"329","Anthonys of Little Italy",40,3.85,0
"330","Antler Kitchen & Bar",40,4.6,0.9
"331","Antonio's",39,3.84615384615385,0
"332","Antonio's Pizza",118,3.84745762711864,0
"333","Anzios Italian Restaurant",132,4.01515151515152,0.315
"334","Aoyama Sushi Restaurant",80,3.975,0.275
"335","Apache Burgers",68,3.23529411764706,-0.465
"336","Apache Taco Shop",54,3.83333333333333,0
"337","Apiecalypse Now!",38,4.28947368421053,0.589
"338","Apple Dumpling Cafe",58,3.5,0
"339","Applebee's",1722,2.61730545876887,-1.083
"340","Applebee's Bar & Grill",42,2.54761904761905,-1.152
"341","Apsara Cafe",39,4.02564102564103,0.326
"342","Apteka",45,4.48888888888889,0.789
"343","AquaKnox",229,4.07860262008734,0.379
"344","Aranya Thai Bistro",49,3.10204081632653,-0.598
"345","Arashi Japan",35,3.22857142857143,-0.471
"346","Arawan Thai Bistro and Dessert",264,4.70454545454545,1.005
"347","Arby's",453,2.98675496688742,-0.713
"348","Arcadia Farms Cafe",284,3.82746478873239,0
"349","Arcadia Tavern",198,3.47474747474747,-0.225
"350","Archeo",33,3.48484848484848,0
"351","Archi's Thai Bistro",347,3.89048991354467,0.19
"352","Archi's Thai Cafe",239,3.8326359832636,0
"353","Archi's Thai Kitchen",194,4.04639175257732,0.346
"354","Archie's Deli",112,3.14285714285714,-0.557
"355","Arena Sports Grill",68,3.20588235294118,-0.494
"356","Arepa Caf¨¦",110,3.92727272727273,0.227
"357","Arepera",101,4.3960396039604,0.696
"358","Argana",44,4.75,1.05
"359","Ari Sushi",53,3.71698113207547,0
"360","Aria",154,3.68831168831169,0
"361","ARIA Caf¨¦",390,2.71282051282051,-0.987
"362","Aria Mediterranean Restaurant",59,4.69491525423729,0.995
"363","Aria Ristorante",33,2.63636363636364,-1.064
"364","Arirang",38,3.44736842105263,0
"365","Arisu",72,3.54166666666667,0
"366","Arizona B-Bar & Grill",44,2.31818181818182,-1.382
"367","Arizona BBQ Shack",45,3.73333333333333,0
"368","Arizona Biltmore",249,3.41767068273092,-0.282
"369","Arizona Bread Company",42,3.78571428571429,0
"370","Arizona Charlie's Boulder",49,2.73469387755102,-0.965
"371","Arizona Charlie's Decatur",73,2.6986301369863,-1.001
"372","Arizona Frybread",51,3.31372549019608,0
"373","Arizona Golf Resort & Conference Center",40,2.8,-0.9
"374","Arizona Sandwich Company",113,3.85840707964602,0
"375","Arizona Wilderness Brewing",442,4.13122171945701,0.431
"376","Armadillo Grill",136,4.02941176470588,0.329
"377","Armando's Mexican Food",64,3.40625,-0.294
"378","Armenian Kitchen",33,3.78787878787879,0
"379","Armstrong's",48,4.0625,0.362
"380","Armstrong's Restaurant",56,3.91071428571429,0
"381","Aroma Cafe",64,4.1875,0.487
"382","Aroma Espresso Bar",350,3.26,-0.44
"383","Aroma Fine Indian Cuisine",61,3.67213114754098,0
"384","Aroma Indian Cuisine",80,4.2875,0.587
"385","Aroowha Sushi & Sake Bar",35,4.17142857142857,0.471
"386","Around the Corner Saloon & Cafe",40,3.275,-0.425
"387","Arriba Mexican Grill",606,2.87788778877888,-0.822
"388","Arrivederci",185,3.75135135135135,0
"389","Arrivederci Cucina Italiana",39,3.71794871794872,0
"390","Arrowhead Grill",219,4.10502283105023,0.405
"391","Art of Flavors",221,4.75113122171946,1.051
"392","Art Square Cafe",42,3.45238095238095,0
"393","Artisan Noodle",39,3.20512820512821,-0.495
"394","Arts caf¨¦",42,3.97619047619048,0
"395","Asada Mexican Grill",67,3.95522388059702,0.255
"396","Asadero Norte De Sonora",54,4.37037037037037,0.67
"397","Asadero Toro",46,4.15217391304348,0.452
"398","Asado Mexican Kitchen",55,3.14545454545455,-0.555
"399","Asahi Sushi",42,3.14285714285714,-0.557
"400","Ascari Enoteca",50,4.04,0.34
"401","Asi Es La Vida",129,4.09302325581395,0.393
"402","Asi Es My Tierra",37,4.10810810810811,0.408
"403","Asia 5 Sterne",36,3.66666666666667,0
"404","Asian BBQ & Noodles",273,4.12454212454212,0.425
"405","Asian Bowl",50,3.12,-0.58
"406","Asian Buffet",53,2.64150943396226,-1.058
"407","Asian Cafe",60,3.86666666666667,0
"408","Asian Cafe Express",251,4.199203187251,0.499
"409","Asian Fusion Kitchen",51,4.33333333333333,0.633
"410","Asian Garden",62,3.83870967741935,0
"411","Asian Grill",62,3.87096774193548,0
"412","Asian Island",79,3.77215189873418,0
"413","Asian Kitchen",38,3.05263157894737,-0.647
"414","Asian Legend",303,3.3960396039604,-0.304
"415","Asian Sweet Bakery",39,4.38461538461539,0.685
"416","Asian Wok",73,3.82191780821918,0
"417","Aside of Heart",34,3.94117647058824,0
"418","Asmara Restaurant",52,4.23076923076923,0.531
"419","Asteria Souvlaki Place",39,3.74358974358974,0
"420","Astor House",61,3.91803278688525,0
"421","Astoria Shish Kebob House",155,3.14838709677419,-0.552
"422","Asuka Japanese Restaurant",53,3.49056603773585,0
"423","At My Place Cafe",41,4.85365853658537,1.154
"424","Athena Greek Cuisine",51,3.49019607843137,0
"425","Athenian Express",37,3.67567567567568,0
"426","Athenian Grill",43,4.37209302325581,0.672
"427","Athens Bar and Grill",37,3.72972972972973,0
"428","Athens Pastries",54,4.22222222222222,0.522
"429","Atherton Mill and Market",34,4.08823529411765,0.388
"430","ATL Wings",259,4.1003861003861,0.4
"431","Atlanta Bread",32,3,-0.7
"432","Atlantis Taverna",36,4.27777777777778,0.578
"433","Atlas Bistro  BYOB",80,4.325,0.625
"434","Atria's",60,3.73333333333333,0
"435","Atria's Restaurant & Tavern",90,3.01111111111111,-0.689
"436","Atria's Restaurant and Tavern",58,3.32758620689655,-0.372
"437","Atrias Restaurant and Tavern",35,3.45714285714286,0
"438","Au Pain Dor¨¦",42,4.19047619047619,0.49
"439","Au Pain Perdu",31,3.61290322580645,0
"440","Au Petit Four",57,3.43859649122807,0
"441","Au Pied de Cochon",559,4.18604651162791,0.486
"442","Auberge du Pommier",138,4.1231884057971,0.423
"443","Augie's Sports Grill",61,3.68852459016393,0
"444","August 8",40,3.275,-0.425
"445","August Henry's City Saloon",58,3.3448275862069,-0.355
"446","Augustus Cafe",41,2.8780487804878,-0.822
"447","Aunt Chilada's Tempe",149,2.59731543624161,-1.103
"448","Aunt Chiladas Squaw Peak",238,3.35714285714286,-0.343
"449","Auntie Anne's",54,3.16666666666667,-0.533
"450","Aunties & Uncles",172,3.49418604651163,-0.206
"451","Aurelio's Pizza",64,3.125,-0.575
"452","Aureole",373,3.78552278820375,0
"453","Aurora Farms Premium Outlets",35,3.62857142857143,0
"454","Austin's Restaurant & Bar",31,3.83870967741935,0
"455","Austins Steakhouse",58,3.93103448275862,0
"456","Autumn Court",92,3.40217391304348,-0.298
"457","Aux Vivres",175,4.28571428571429,0.586
"458","Avalon",52,3.48076923076923,0
"459","Avani Asian Indian bistro",109,3.76146788990826,0
"460","Avanti",91,3.68131868131868,0
"461","Avanti Pizza",33,4.39393939393939,0.694
"462","Avenue B",110,4.07272727272727,0.373
"463","Avenue Bar",59,3.01694915254237,-0.683
"464","Avenue Cafe",107,3.03738317757009,-0.663
"465","Avenue Club and the Bubble Up Bar",66,3.65151515151515,0
"466","Avenue Open Kitchen",43,4.3953488372093,0.695
"467","Average Joe's Caf¨¦",56,4.19642857142857,0.496
"468","Axia Restaurant & Bar",51,3.05882352941176,-0.641
"469","Az 88",321,3.99376947040498,0.294
"470","AZ Bread Co.",127,4.05511811023622,0.355
"471","AZ Food Crafters",42,4.64285714285714,0.943
"472","AZ Kabob House",121,4.54545454545455,0.845
"473","AZ Pho & Grill",107,3.8785046728972,0
"474","AZN Azian Cuizine",42,3.52380952380952,0
"475","Azool Grill",36,2.97222222222222,-0.728
"476","AZTECA Bakeries & Restaurant",34,4,0.3
"477","Azteca Mexican Restaurant",249,3.79518072289157,0
"478","Azul Bar Y Cantina",57,3.42105263157895,0
"479","Azuza Hookah Lounge & Cafe",98,4.22448979591837,0.524
"480","B & M Restaurant",31,3.35483870967742,0
"481","B and B Ristorante",435,3.41379310344828,-0.286
"482","B Spot",488,3.56147540983607,-0.139
"483","B Won",53,3.64150943396226,0
"484","B&B Burger & Beer",247,3.16599190283401,-0.534
"485","b.good",70,3.52857142857143,0
"486","B52 Cafe",37,4.7027027027027,1.003
"487","Baba's Tsi-bugan Restaurant",36,4.08333333333333,0.383
"488","Babalu Tacos & Tapas",65,3.47692307692308,0
"489","Babbo Italian Eatery",616,3.71915584415584,0
"490","Babcock Hall Dairy Store",36,4.47222222222222,0.772
"491","Babes Grill & Bar",33,3.72727272727273,0
"492","Babu",54,3.38888888888889,-0.311
"493","Babu Catering & Take Out",43,3.83720930232558,0
"494","Baby Kay's Cajun Kitchen",221,4.04524886877828,0.345
"495","Babystacks Cafe",599,3.81969949916528,0.12
"496","BabyStacks Cafe",1181,4.06519898391194,0.365
"497","Bac Restaurant",172,4.01744186046512,0.317
"498","Bacaro",82,3.84146341463415,0
"499","Bacchanal Buffet",3437,3.77945883037533,0.079
"500","Bacchus Roti Shop",34,3.73529411764706,0
"501","Bach Yen",85,4.24705882352941,0.547
"502","Bachi Burger",2227,4.00763358778626,0.308
"503","Bachi Healthy Life Kitchen",52,3.53846153846154,0
"504","Bachi Kitchen",159,3.66666666666667,0
"505","Baci Italian Bistro",118,4.02542372881356,0.325
"506","Bacio",65,3.52307692307692,0
"507","Back East Bagels",85,3.45882352941176,0
"508","Backstage Deli",88,3.71590909090909,0
"509","Backyard Taco",391,4.34271099744246,0.643
"510","Bacon",32,3.0625,-0.638
"511","Bacon Bar",145,3.49655172413793,-0.203
"512","Bad Daddy's Burger Bar",615,3.89430894308943,0.194
"513","Bad Owl Coffee",253,3.9802371541502,0.28
"514","Bad Water Brewing",33,4.21212121212121,0.512
"515","Badger Cafe",96,3.97916666666667,0.279
"516","Bagel Bin",33,3.63636363636364,0
"517","Bagel Etc",45,4.11111111111111,0.411
"518","Bagel Factory",56,2.89285714285714,-0.807
"519","Bagel Gourmet",31,3.90322580645161,0
